stat,scale,bin,snr,frac_diff,band,n_realizations,n_seeds
l1,3,3,1.25,0.0008318035762584531,0.005832579333521403,200,1
l1,3,3,1.75,0.0006684281824018348,0.00589537640965022,200,1
l1,3,3,2.25,0.00037933519850107795,0.006877274924573495,200,1
l1,3,3,2.75,-3.902122258004152e-05,0.00803824300045047,200,1
l1,3,3,3.25,-0.0005531315066211619,0.009444232689204104,200,1
l1,3,3,3.75,-0.0013100591531308515,0.011443649444728622,200,1
l1,3,3,4.25,-0.0022770430513336464,0.014852085657709044,200,1
l1,3,3,4.75,-0.003204272671272453,0.019720462000155547,200,1
l1,3,3,5.25,-0.004653040746873479,0.026306921586388476,200,1
l1,3,3,5.75,-0.00654564462819562,0.033182928268519665,200,1
l1,3,3,6.25,-0.007603817707696686,0.0402305612851093,200,1
l1,3,3,6.75,-0.0103855435993118,0.05196835912139902,200,1
l1,3,3,7.25,-0.011714764757514082,0.07103016230877995,200,1
l1,3,3,7.75,-0.017014194843565287,0.08848737875481832,200,1
l1,3,3,8.25,-0.017255887736835666,0.1105292975752233,200,1
l1,3,3,8.75,-0.024054977453912576,0.13763391887067267,200,1
l1,3,3,9.25,-0.027131381156600815,0.17828754408222489,200,1
l1,3,3,9.75,-0.031585445869079666,0.21718190586211705,200,1
l1,3,4,-9.75,-0.0133383600494831,0.6230108113629611,200,1
l1,3,4,-9.25,-0.010224649238635052,0.3984121406500685,200,1
l1,3,4,-8.75,-0.008943190079117078,0.24015957786971848,200,1
l1,3,4,-8.25,-0.007219050791251264,0.16849556678505284,200,1
l1,3,4,-7.75,-0.006370293948884486,0.12311382188798506,200,1
l1,3,4,-7.25,-0.005860990210110105,0.07952315790668983,200,1
l1,3,4,-6.75,-0.004906028414311476,0.060438214054174474,200,1
l1,3,4,-6.25,-0.004142574956832669,0.044634785142042895,200,1
l1,3,4,-5.75,-0.003428426696728588,0.03198958958557134,200,1
l1,3,4,-5.25,-0.0028014483959188595,0.02461598846766684,200,1
l1,3,4,-4.75,-0.0022115460521097714,0.017950373815131634,200,1
